,Host Id,Host Since,Name,Borough,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
28827,36672652,2015-06-25,Cozy 2-Room Apt /2 Baths-Best Value,Queens,Apartment,85.0,Entire home/apt,11355.0,4.0,1,3,145,87.0
749,109457,2010-04-16,Neighborhood Retreats Humongous Rm,Bronx,House,95.0,Private room,10461.0,1.0,1,4,87,98.0
4868,1450351,2011-11-28,Beautiful private room NYC $45.,Brooklyn,Apartment,80.0,Private room,11213.0,1.0,1,45,45,83.0
5289,1580711,2012-01-08,Charming 1BD in Lovely Clinton Hill,Brooklyn,Apartment,100.0,Entire home/apt,11238.0,2.0,1,3,124,100.0
22995,21531475,2014-09-19,Cozy Room by the J Train,Brooklyn,Apartment,,Private room,11207.0,1.0,1,0,40,
25772,26781249,2015-01-27,Luxury Upper East Side Studio Apt,Manhattan,Apartment,90.0,Entire home/apt,10021.0,2.0,1,3,150,90.0
758,111378,2010-04-20,Relaxing Apartment Room in Harlem,Manhattan,Apartment,,Private room,10030.0,1.0,1,0,95,
10655,4373926,2012-12-10,One bedroom in Manhattan,Manhattan,Apartment,90.0,Entire home/apt,10031.0,1.0,1,2,100,90.0
8719,3317183,2012-08-20,Secret Garden Cozy,Brooklyn,House,90.0,Private room,11216.0,2.0,1,36,70,92.0
26383,28878243,2015-03-06,UES Spacious 1 BR Live like a NYer!,Manhattan,Apartment,,Entire home/apt,10028.0,1.0,1,0,171,
7013,2396999,2012-05-17,Williamsburg Exposed Brick Loft,Brooklyn,Apartment,100.0,Entire home/apt,11249.0,1.0,1,1,225,100.0
1480,257541,2010-10-09,Island Haven in the Big City,Brooklyn,Apartment,95.0,Private room,11216.0,1.0,1,12,112,98.0
13244,6471326,2013-05-19,Hostess Dawn in Brooklyn.,Brooklyn,Bed & Breakfast,,Private room,11226.0,1.0,1,0,89,
19657,15182886,2014-05-06,Prime location in the east village,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,7,200,93.0
29685,39714117,2015-07-27,Lovely studio in Spanish Harlem,Manhattan,Apartment,,Entire home/apt,10029.0,3.0,1,0,100,
14634,7825917,2013-07-30,"Comfy, convertible futon bed in BK!",Brooklyn,Apartment,95.0,Private room,11237.0,1.0,1,12,49,97.0
17877,11571997,2014-01-23,New studio in the heart of LES,Manhattan,Apartment,95.0,Entire home/apt,10002.0,1.0,1,8,175,95.0
22385,20438402,2014-08-23,"A Safe & Pleasant Time in NYC, 3",Manhattan,Apartment,90.0,Entire home/apt,10029.0,4.0,1,5,370,92.0
15674,9094967,2013-09-27,Sunny Room w Private Bath - Bedstuy,Brooklyn,Apartment,80.0,Private room,11221.0,1.0,1,2,56,80.0
21439,18330363,2014-07-18,Astoria Parkside Waterfront Townhom,Queens,House,95.0,Entire home/apt,11105.0,3.0,1,9,196,96.0
10839,4462261,2012-12-21,Penthouse Free night free breakfast,Brooklyn,Apartment,85.0,Entire home/apt,11237.0,4.0,1,21,239,86.0
17521,11065009,2014-01-06,HEART of Brooklyn B&B Room 3/3,Brooklyn,House,80.0,Private room,11217.0,4.0,1,2,65,80.0
17565,11112131,2014-01-08,Best location in Williamsburg !,Brooklyn,Apartment,,Private room,11249.0,2.0,1,1,70,
928,143759,2010-06-13,Spacious Room in Union Square,Manhattan,Apartment,80.0,Private room,10003.0,1.0,1,44,99,83.0
19349,14520107,2014-04-20,Cozy Modern Bedroom / King Size Bed,Manhattan,Bed & Breakfast,,Private room,10032.0,1.0,1,0,135,
11674,5120616,2013-02-17,New & Cozy with Rooftop Views,Brooklyn,Apartment,90.0,Entire home/apt,11205.0,1.0,1,3,140,93.0
27051,31298323,2015-04-15,Private bedroom in Nolita,Manhattan,Apartment,,Private room,10012.0,1.0,1,1,85,
21018,17655093,2014-07-04,Stunning TRIBECA 4BR / 2 BATH LOFT,Manhattan,Apartment,,Entire home/apt,10036.0,4.0,1,0,550,
25782,26791399,2015-01-27,Spacious Park Slope Duplex,Brooklyn,Apartment,95.0,Private room,11215.0,1.0,1,13,89,97.0
9897,4057962,2012-11-04,Sun-filled 1 bedroom Seaport,Manhattan,Apartment,80.0,Entire home/apt,10038.0,1.0,1,1,250,80.0
7496,2647813,2012-06-15,Private room in best NYC spot.,Manhattan,Apartment,,Private room,10003.0,1.0,1,0,90,
4783,1427381,2011-11-20,Guest Room in Hip Williamsburg Loft,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,15,80,90.0
22592,20787514,2014-09-01,"Modern, Clean, Spacious Convienient",Manhattan,Condominium,100.0,Entire home/apt,10037.0,1.0,1,2,110,100.0
11984,5362518,2013-03-07,Cozy & Clean 1BR apt in Manhattan,Manhattan,Apartment,95.0,Entire home/apt,10025.0,2.0,1,4,150,95.0
17006,10522716,2013-12-09,Hip modern West Village hideaway,Manhattan,Apartment,100.0,Entire home/apt,10014.0,1.0,1,1,200,100.0
13523,6713072,2013-06-03,Charming & Chic Park Ave apt (UES),Manhattan,Apartment,,Entire home/apt,10128.0,1.0,1,0,169,
9330,3702760,2012-09-28,Prime Bright Bedford L Train Loft,Brooklyn,Apartment,,Entire home/apt,11211.0,1.0,1,0,240,
8759,3339701,2012-08-22,.New lower rates for low season!!!,Queens,Apartment,85.0,Private room,11105.0,1.0,1,44,55,85.0
5363,1604741,2012-01-13,Cozy and Comfy open Air Apt,Queens,House,100.0,Private room,11106.0,1.0,1,1,75,100.0
18277,12187731,2014-02-12,Private Room in a Luxury Apartment,Brooklyn,Apartment,90.0,Private room,11220.0,1.0,1,24,94,94.0
4067,1199375,2011-09-23,fabuolus spacious apartment,Queens,Apartment,,Entire home/apt,11368.0,,1,0,80,
9932,4080391,2012-11-06,"Upper West Side, NYC",Manhattan,Apartment,70.0,Entire home/apt,10025.0,,1,1,150,70.0
25853,26953082,2015-01-30,2BR Steps away from Times Square!,Manhattan,Apartment,85.0,Entire home/apt,10019.0,3.0,1,18,150,87.0
8233,3040378,2012-07-24,"Gorgeous Room, Location, Amenities",Manhattan,Apartment,95.0,Private room,10016.0,1.0,1,22,134,95.0
24634,24367031,2014-12-01,Sunny 2 BR Apt in Williamsburg,Brooklyn,Apartment,100.0,Entire home/apt,11211.0,2.0,1,1,200,100.0
24596,24293213,2014-11-29,Center of Times Sq. Holiday Getaway,Manhattan,Apartment,,Entire home/apt,10018.0,2.0,1,0,144,
7976,2887097,2012-07-10,Spacious 1BR in South Harlem,Manhattan,Apartment,,Entire home/apt,10026.0,1.0,1,0,600,
18750,13275837,2014-03-18,Downtown 1 Bedroom w/Outdoor Pool,Manhattan,Apartment,100.0,Entire home/apt,10003.0,1.0,1,1,189,100.0
5706,1760944,2012-02-16,Beautiful Cozy One Bedroom in Dumbo,Brooklyn,Apartment,90.0,Entire home/apt,11201.0,1.0,1,20,200,93.0
14810,8026393,2013-08-08,Private room & bath in 2 story Apt.,Manhattan,Apartment,90.0,Private room,10028.0,2.0,1,35,170,94.0
16653,10172703,2013-11-21,"Large, Sunny 25 min to Central Park",Bronx,Apartment,95.0,Private room,10458.0,1.0,1,33,65,96.0
6765,2277487,2012-05-02,Beautiful Modern 2500ft² - Chelsea,Manhattan,Loft,100.0,Entire home/apt,10001.0,2.0,1,1,495,100.0
27358,32167398,2015-04-29,NEW LUXURIOUS BEDROOM,Queens,House,95.0,Private room,11106.0,1.0,1,18,60,96.0
10581,4340549,2012-12-06,Renting Room close to Beach & JFK,Queens,Apartment,70.0,Private room,11691.0,1.0,1,2,40,70.0
761,111837,2010-04-21,Private Room in Williamsburg Apt,Brooklyn,Apartment,100.0,Private room,11211.0,1.0,1,1,78,100.0
9712,3954746,2012-10-23,Perfect West Village One Bedroom,Manhattan,Apartment,95.0,Entire home/apt,10014.0,1.0,1,27,299,96.0
1103,182792,2010-07-27,Cozy Bright 1BR in Perfect Location,Manhattan,Apartment,90.0,Private room,10014.0,1.0,1,26,120,93.0
18415,12456425,2014-02-21,Private BDR in Manhattan!,Manhattan,Apartment,,Private room,10018.0,1.0,1,0,75,
6027,1911420,2012-03-12,AMAZING 2 BED APT/ UPPER WEST SIDE,Manhattan,Apartment,80.0,Entire home/apt,10031.0,3.0,1,32,169,82.0
7579,2684047,2012-06-19,The Real Cool Large Private Deal,Brooklyn,Loft,90.0,Entire home/apt,11211.0,2.0,1,116,195,90.0
27024,31241183,2015-04-14,Charming Private Room,Manhattan,Apartment,100.0,Private room,10032.0,1.0,1,2,79,100.0
7804,2789315,2012-06-30,beautiful bedroom in a brownstone,Brooklyn,Apartment,80.0,Private room,11206.0,2.0,1,1,120,80.0
28581,36031773,2015-06-17,Entire beautiful apartment,Brooklyn,Apartment,90.0,Entire home/apt,11223.0,2.0,1,3,89,93.0
28304,35328510,2015-06-08,Amazing Manhattan Queen Bedroom,Manhattan,Apartment,90.0,Private room,10034.0,1.0,1,7,69,93.0
11933,5332542,2013-03-05,Sweet & Cozy 1BR in Lower East Side,Manhattan,Apartment,90.0,Entire home/apt,10002.0,2.0,1,10,160,90.0
25746,26647081,2015-01-24,1 Bedroom Apartment (Times Square),Manhattan,Apartment,,Shared room,10036.0,1.0,1,0,75,
20640,17048292,2014-06-20,Clean condo apt + Gym and Laundry,Brooklyn,Apartment,,Private room,11206.0,1.0,1,0,58,
9595,3880573,2012-10-15,"""The Country"" & the NYC Waterfront!",Brooklyn,Apartment,90.0,Entire home/apt,,3.0,1,124,160,91.0
28308,35307088,2015-06-08,Specious Room in Queens,Queens,Apartment,,Private room,11379.0,1.0,1,0,65,
14965,8208493,2013-08-16,GALLERY DUPLEX! Midtown West,Manhattan,Apartment,90.0,Entire home/apt,10036.0,3.0,1,7,250,90.0
24369,23878336,2014-11-18,HOME AWAY FROM HOME,Manhattan,Apartment,,Private room,10032.0,2.0,1,0,105,
15579,8990349,2013-09-22,Duplex in Manhattan (78th East),Manhattan,Apartment,95.0,Entire home/apt,10075.0,3.0,1,6,240,96.0
27751,33562657,2015-05-17,Cozy room water view 30 min from NY,Bronx,Apartment,100.0,Private room,10465.0,2.0,1,3,79,100.0
22548,20709246,2014-08-30,New studio minutes from Manhattan,Queens,Apartment,95.0,Entire home/apt,11101.0,1.0,1,31,159,98.0
1426,251152,2010-10-02,Fab Light-drenched apt in bushwick!,Brooklyn,Apartment,90.0,Private room,11206.0,1.0,1,12,65,94.0
9478,3807069,2012-10-08,Sunny Dbl Brdm in Williamsburg,Brooklyn,Apartment,,Private room,11211.0,1.0,1,0,70,
24083,23498177,2014-11-08,Luxury Modern Highrise w Pool,Manhattan,Apartment,,Entire home/apt,10038.0,1.0,1,0,250,
8220,3038687,2012-07-24,Cozy One Bedroom @ East 81st,Manhattan,Apartment,85.0,Entire home/apt,10028.0,2.0,1,4,120,85.0
22514,20665977,2014-08-28,Private Studio in NYC Brownstone,Manhattan,House,90.0,Private room,10027.0,1.0,1,8,100,91.0
3711,994983,2011-08-19,Cute Downtown Studio,Manhattan,Apartment,100.0,Entire home/apt,10003.0,1.0,1,1,100,100.0
25196,25145042,2014-12-23,HUGE BR- LUXURY NEW BLDG! TERRACE!,Brooklyn,Apartment,,Private room,11211.0,1.0,1,0,139,
65,7356,2009-02-03,Private Bliss Art Space 2,Brooklyn,Apartment,90.0,Private room,11216.0,1.0,1,52,50,93.0
16344,9847713,2013-11-06,Apt in the heart of New York,Manhattan,Apartment,85.0,Entire home/apt,10065.0,1.0,1,12,150,88.0
29556,39264812,2015-07-22,Rad Williamsburg Surf Shack Getaway,Brooklyn,Apartment,100.0,Entire home/apt,11211.0,1.0,1,4,85,100.0
22958,21445124,2014-09-17,48 Menahan: The Bunker,Brooklyn,Apartment,,Private room,11221.0,1.0,1,0,50,
14323,7474069,2013-07-14,Huge Private BR Washington Heights,Manhattan,Apartment,90.0,Private room,10032.0,1.0,1,5,100,92.0
26542,29459633,2015-03-16,One bedroom in a shared apt.,Queens,Apartment,,Private room,11103.0,1.0,1,0,80,
1911,331195,2010-12-30,"Lovely Room, PERFECT Location",Manhattan,Apartment,95.0,Private room,10003.0,1.0,1,216,90,96.0
15099,8354489,2013-08-23,Entire Studio | QueenBed | Elevator,Brooklyn,Apartment,,Entire home/apt,11201.0,1.0,1,0,200,
27001,31181172,2015-04-13,FABULOUS SUNNY BEDROOM IN HARLEM,Manhattan,Apartment,,Private room,10031.0,1.0,1,0,60,
21334,18155528,2014-07-15,Cozy Bdrm w. Private Bath,Brooklyn,Apartment,95.0,Private room,11215.0,1.0,1,6,85,97.0
6134,1978457,2012-03-20,LARGE 1BDR APT,Manhattan,Apartment,90.0,Entire home/apt,10014.0,1.0,1,40,240,93.0
707,101172,2010-03-30,Luxury 1BR 5 min walk to Time Sq,Manhattan,Apartment,85.0,Entire home/apt,,3.0,1,200,150,86.0
23342,22158091,2014-10-05,Cozy brownstone bed & bath; pvt.ent,Manhattan,House,95.0,Private room,10029.0,1.0,1,21,80,95.0
12484,5826912,2013-04-08,apartment in Soho,Manhattan,Apartment,,Entire home/apt,10012.0,2.0,1,0,250,
4680,1408804,2011-11-15,GREAT NEW APARTMENT IN WILLIAMSBURG,Brooklyn,Apartment,,Entire home/apt,11211.0,1.0,1,0,285,
3891,1123923,2011-09-07,Zen Den (Airport Pickup: JFK & LGA),Brooklyn,House,95.0,Private room,11207.0,1.0,1,32,45,95.0
26020,27502008,2015-02-09,Saint Nicholas Apt,Manhattan,Apartment,,Private room,10027.0,1.0,1,0,60,
26854,30667773,2015-04-05,Spacious Midtown-East Bedroom/Apt,Manhattan,Apartment,,Private room,10016.0,1.0,1,0,150,
26333,28708685,2015-03-03,Colorful Room in Super Fun/Hip Area,Manhattan,Apartment,100.0,Private room,10009.0,1.0,1,3,150,100.0
30468,18223173,2015-08-31,Lovely East Village Apartment,Manhattan,Apartment,,Entire home/apt,10009.0,1.0,1,0,195,
6245,2032408,2012-03-29,Luxurious 1BR Best Views in NYC!,Manhattan,Apartment,100.0,Entire home/apt,10280.0,2.0,1,1,250,100.0
11586,5036697,2013-02-10,Beautiful Spacious Midtown East Apt,Manhattan,Apartment,100.0,Private room,10022.0,1.0,1,1,70,100.0
5918,1843216,2012-03-02,Stylish bd Genuine Lower Manhattan,Manhattan,Apartment,90.0,Private room,10002.0,1.0,1,23,95,94.0
19469,14772147,2014-04-27,Sunny bedroom in Williamsburg,Brooklyn,Apartment,100.0,Private room,11206.0,1.0,1,1,40,100.0
21762,19177367,2014-07-30,Unfurnished 1br/Central Harlem$1700,Manhattan,Apartment,,Entire home/apt,10037.0,1.0,1,0,150,
24452,24045920,2014-11-22,Amazing true 2 Bedroom Apartment,Brooklyn,Apartment,100.0,Entire home/apt,11211.0,4.0,1,1,250,100.0
15946,9430366,2013-10-14,Cozy Brownstone Suite,Brooklyn,House,100.0,Entire home/apt,11233.0,4.0,1,21,185,100.0
3539,923915,2011-08-04,Sun-drenched 2 Bedroom Penthouse,Manhattan,Apartment,90.0,Entire home/apt,10009.0,2.0,1,25,310,90.0
14913,8134104,2013-08-13,Creative Woodside Studio,Queens,Apartment,100.0,Entire home/apt,11377.0,2.0,1,1,60,100.0
28836,36750243,2015-06-25,Nice room Sheepsheadbay area,Brooklyn,House,,Private room,11235.0,1.0,1,0,54,
10990,4548639,2013-01-01,Private Room in Harlem USA,Manhattan,Apartment,90.0,Private room,10037.0,1.0,1,16,100,90.0
15253,8616899,2013-09-03,Studio in BEST location in W'burg,Brooklyn,Apartment,100.0,Entire home/apt,11211.0,1.0,1,1,200,100.0
10673,4380733,2012-12-11,"Clean, Cozy Room: Williamsburg, NYC",Brooklyn,Apartment,80.0,Private room,11211.0,1.0,1,3,120,80.0
23165,21850707,2014-09-27,Welcome all! Mi casa es su casa.,Brooklyn,Apartment,100.0,Private room,11212.0,1.0,1,1,39,100.0
15641,9074158,2013-09-26,BEAUTIFUL STUDIO IN TIMES SQ 4PPL,Manhattan,Apartment,85.0,Entire home/apt,10019.0,2.0,1,3,120,87.0
17613,11167829,2014-01-10,*Queen-sized comfort in Sugar Hill*,Manhattan,Apartment,90.0,Shared room,10031.0,1.0,1,36,39,94.0
18147,12031931,2014-02-07,A large sunny room step to subway,Manhattan,Apartment,,Private room,10025.0,1.0,1,0,70,
5428,1629906,2012-01-20,"2 Room Apt, Bedford Ave Williamburg",Brooklyn,Apartment,95.0,Private room,11211.0,1.0,1,5,65,96.0
29748,39978385,2015-07-29,A cozy place in Astoria,Queens,Apartment,100.0,Entire home/apt,11102.0,2.0,1,1,110,100.0
20388,16621164,2014-06-10,Your home in the Heart of NYC!,Manhattan,Apartment,100.0,Entire home/apt,10017.0,6.0,1,2,1000,100.0
867,131716,2010-05-25,Sunny Williamsburg Penthouse,Brooklyn,Apartment,95.0,Private room,11211.0,1.0,1,76,119,96.0
2367,472572,2011-03-30,Charming 1 Bedroom apt Nolita/Soho,Manhattan,Apartment,75.0,Entire home/apt,10012.0,1.0,1,15,200,75.0
21535,18584138,2014-07-21,Charming 2 bedroom Apt on UES,Manhattan,Apartment,,Private room,10075.0,1.0,1,0,150,
17947,11671329,2014-01-26,"Great 1 bedroom, close to subway!",Brooklyn,Apartment,,Private room,11221.0,,1,0,49,
11808,5213766,2013-02-24,Dream Loft: Master Bedroom,Brooklyn,Apartment,100.0,Private room,11206.0,1.0,1,1,125,100.0
7696,2741630,2012-06-25,Beautiful Bedroom in East Village,Manhattan,Apartment,80.0,Private room,10009.0,1.0,1,3,90,80.0
7381,2584624,2012-06-08,Great East Village Studio Apartment,Manhattan,Apartment,95.0,Entire home/apt,10009.0,1.0,1,79,100,96.0
17390,10909829,2013-12-30,The Hancock a Beautiful Brownstone,Brooklyn,House,95.0,Entire home/apt,11233.0,2.0,1,39,170,99.0
15538,8925763,2013-09-18,Comfortable Strivers Row Hideaway,Manhattan,House,85.0,Entire home/apt,10030.0,1.0,1,25,150,89.0
21618,18818175,2014-07-24,Large Bedroom/Queen Bed,Manhattan,Apartment,100.0,Private room,10039.0,3.0,1,2,100,100.0
12401,5738071,2013-04-02,Central Park Views 2Bath 2Bed Home,Manhattan,Apartment,95.0,Entire home/apt,10019.0,3.0,1,45,580,95.0
17627,11206175,2014-01-11,Clean furnished single-double room,Brooklyn,Apartment,,Private room,11230.0,2.0,1,0,41,
28758,36537536,2015-06-23,Private Room and Bathroom,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,4,95,90.0
27514,32865595,2015-05-07,Cozy Room in Super Convenient Area,Brooklyn,Apartment,100.0,Private room,11225.0,1.0,1,1,57,100.0
13570,6759544,2013-06-05,Bdr w balcony St.Marks East Village,Manhattan,Apartment,95.0,Private room,10003.0,1.0,1,17,129,96.0
23488,22407857,2014-10-11,Great Space and Great Hosts,Manhattan,Apartment,100.0,Private room,10040.0,1.0,1,1,125,100.0
25257,25263341,2014-12-27,"Sunny room, beautiful apartment",Brooklyn,Apartment,,Private room,11225.0,1.0,1,0,50,
3523,914838,2011-08-03,HUGE ONE BED APARTMENT!TIMES SQ!!!,Manhattan,Apartment,,Entire home/apt,10036.0,1.0,1,1,140,
5629,1711529,2012-02-07,Stylish & Quiet NYC Retreat!,Manhattan,Apartment,95.0,Private room,10026.0,1.0,1,103,125,96.0
23213,21965282,2014-09-30,Brooklyn Three Bedroom Artist Loft,Brooklyn,Apartment,,Entire home/apt,11209.0,8.0,1,0,500,
29316,38394642,2015-07-13,Cozy room on lovely St. Marks Ave,Brooklyn,Apartment,95.0,Private room,11238.0,1.0,1,4,80,95.0
21737,19117618,2014-07-29,Incredible 2 Story Maisonette,Manhattan,Townhouse,100.0,Entire home/apt,10021.0,5.0,1,1,1200,100.0
11892,5292498,2013-03-02,Private Room Greenwich Village,Manhattan,Apartment,100.0,Private room,10014.0,1.0,1,2,160,100.0
3491,910766,2011-08-02,NY Native Know How & Convenience!,Brooklyn,Apartment,95.0,Entire home/apt,11201.0,2.0,1,13,179,98.0
28305,35292326,2015-06-08,Hell's Kitchen Bedroom,Manhattan,Apartment,85.0,Private room,10036.0,1.0,1,6,125,87.0
5911,1841169,2012-03-02,Studio in Upper East Side 67 street,Manhattan,Apartment,100.0,Entire home/apt,10065.0,2.0,1,1,200,100.0
15136,8438140,2013-08-26,Williamsburg bliss,Brooklyn,Apartment,,Entire home/apt,11211.0,2.0,1,0,170,
16061,9522213,2013-10-19,Great APT available for a short sub,Manhattan,Apartment,,Private room,10032.0,1.0,1,0,50,
19536,14942455,2014-04-30,SUNNY ROOM A PRIME CHIC WILLYBURG!!,Brooklyn,Apartment,85.0,Private room,11249.0,1.0,1,61,100,87.0
11170,4699071,2013-01-14,Beautiful 1 BR in Harlem Brownstone,Manhattan,Apartment,,Shared room,10035.0,1.0,1,0,50,
14885,8104778,2013-08-12,1 br in midtown-Murray Hill,Manhattan,Apartment,80.0,Entire home/apt,10016.0,1.0,1,55,225,83.0
27213,31827172,2015-04-23,Entire apartment -Manhattan,Manhattan,Apartment,100.0,Entire home/apt,10030.0,2.0,1,3,120,100.0
14368,7558452,2013-07-17,★HUGE beautiful E. Villager 2nd Av★,Manhattan,Apartment,85.0,Entire home/apt,10003.0,4.0,1,64,250,88.0
20851,17347600,2014-06-27,Beautiful Living Room In Astoria NY,Queens,Apartment,80.0,Shared room,11103.0,2.0,1,3,29,80.0
17439,10963564,2014-01-02,INTERESTING NYC BUDGET CLEAN  SAFE,Brooklyn,Apartment,95.0,Private room,11206.0,1.0,1,2,72,96.0
3855,1105513,2011-09-03,Steps from Central Park & Madison!,Manhattan,Apartment,95.0,Private room,10128.0,2.0,1,74,115,95.0
3960,1150380,2011-09-13,Huge pre-war 30 min from Manhattan,Brooklyn,Apartment,85.0,Private room,11230.0,1.0,1,3,65,87.0
14770,7985095,2013-08-06,Fully furnished high rise,Manhattan,Apartment,100.0,Entire home/apt,10128.0,2.0,1,4,235,100.0
4892,1458523,2011-11-30,"Chic, Quiet, Enormous SoHo 3bd Loft",Manhattan,Loft,100.0,Entire home/apt,10013.0,4.0,1,3,599,100.0
22698,21022694,2014-09-06,Delightful Luxury Private Room,Brooklyn,Apartment,80.0,Private room,11249.0,2.0,1,22,100,80.0
30327,42316597,2015-08-23,Spacious room with big closet space,Manhattan,Apartment,,Private room,10022.0,1.0,1,0,130,
8831,3390947,2012-08-27,Great 2/bedroom Loft in Soho.,Manhattan,Apartment,,Entire home/apt,10013.0,2.0,1,0,290,
438,59172,2009-12-01,Nice and Clean Room w/Bike included,Manhattan,Apartment,85.0,Private room,10030.0,1.0,1,16,79,86.0
22843,21258984,2014-09-12,Time Square 1BR/1BA Sleep 4,Manhattan,Apartment,80.0,Entire home/apt,10019.0,2.0,1,8,195,80.0
5501,1664847,2012-01-28,Heart of East Village - Studio,Manhattan,Apartment,,Entire home/apt,10003.0,1.0,1,0,175,
16773,10297692,2013-11-27,B2 Great private room near Subway!,Brooklyn,House,90.0,Private room,11213.0,1.0,1,35,75,91.0
1300,220001,2010-09-01,Clean&Serene in Scenic Fort Greene,Brooklyn,Apartment,90.0,Private room,11205.0,1.0,1,256,99,94.0
6574,2169183,2012-04-18,Relax in Historic Upper Manhattan,Manhattan,Apartment,95.0,Private room,10032.0,1.0,1,56,63,96.0
1145,191173,2010-08-04,"3 BD Penthouse, Views, Terrace",Manhattan,Apartment,90.0,Entire home/apt,10014.0,3.0,1,6,349,90.0
3841,1099716,2011-09-02,"Convenient, Huge Room with Top View",Queens,Apartment,90.0,Private room,11104.0,2.0,1,26,108,90.0
9648,3915100,2012-10-18,Big 1 bedroom in Chelsea with Charm,Manhattan,Apartment,100.0,Entire home/apt,10011.0,1.0,1,4,180,100.0
24175,23593179,2014-11-11,Artist Loft  Heart of Williamsburg,Brooklyn,Loft,90.0,Entire home/apt,11249.0,3.0,1,3,195,93.0
10125,4144342,2012-11-14,Cozy Room with a Hammock!,Brooklyn,House,80.0,Private room,11216.0,2.0,1,3,39,80.0
20081,16041817,2014-05-27,Private Room in East Village Apt!,Manhattan,Apartment,95.0,Private room,10009.0,1.0,1,35,79,95.0
445,59777,2009-12-03,Sleep at the CozySuite Pinacle,Brooklyn,Apartment,90.0,Private room,11221.0,2.0,1,5,59,93.0
19046,13965555,2014-04-06,Prime EV Apartment Near Trendy Park,Manhattan,Apartment,100.0,Entire home/apt,10009.0,1.0,1,2,165,100.0
26482,29227295,2015-03-12,Sunny Private Room in Brooklyn,Brooklyn,Apartment,,Private room,11219.0,1.0,1,0,40,
12943,6228548,2013-05-04,Lovely studio in great neighborhood,Manhattan,Apartment,100.0,Entire home/apt,10028.0,1.0,1,2,110,100.0
